lat_grid,lon_grid,fire_count,mean_frp,max_frp,mean_bright,mean_risk,high_conf_pct,norm_count,composite_risk,risk_zone
27.5,75.5,39,8.566923076923077,47.51,342.39897435897433,49.257912235097244,10.256410256410255,0.24414673844998122,19.95909014879366,Very Low
29.5,76.5,1015,6.447891625615763,77.18,340.7021773399015,46.51312303586812,2.3645320197044337,6.35407537248028,19.950028918880285,Very Low
30.0,78.0,1310,4.067603053435115,45.46,324.1942824427481,46.26785093649332,1.1450381679389312,8.200826342807062,19.941895598265017,Very Low
21.5,81.5,1196,4.007349498327759,33.13,333.5989548494983,47.172379521596675,0.5852842809364548,7.487166645799424,19.941416718375606,Very Low
29.0,79.0,1184,4.484670608108108,84.34,326.45510979729727,46.599439160588574,1.9425675675675675,7.412044572430199,19.939900600635188,Very Low
25.5,93.5,608,9.238536184210526,176.42,333.3238322368421,47.6429264659204,1.9736842105263157,3.8061850507073993,19.93832553006964,Very Low
24.0,79.0,729,7.335157750342935,65.28,338.08731138545954,46.92348103772921,5.349794238683128,4.563665957180419,19.93204768987122,Very Low
30.0,76.5,962,6.327546777546778,67.16,338.96084199584203,46.729254280394976,2.806652806652807,6.022286215099537,19.931175975275906,Very Low
25.5,84.0,679,7.002356406480119,98.85,336.020206185567,47.40949259835445,5.3019145802650955,4.250657318141981,19.925354927300713,Very Low
22.0,83.0,1650,2.362963636363636,16.49,315.6610484848485,45.27171684010109,0.12121212121212122,10.329285088268437,19.91592210913985,Very Low
18.0,78.0,1109,5.295446348061316,73.2,338.6692786293958,46.557309223758296,1.532912533814247,6.942531613872544,19.872015909047995,Very Low
24.5,80.0,449,8.871893095768375,127.83,337.92592427616927,47.335293866599635,6.45879732739421,2.8108175785651683,19.861980019849536,Very Low
29.0,76.5,1068,5.872977528089888,137.92,336.725936329588,46.28883614962747,2.153558052434457,6.685864529861024,19.85866493127593,Very Low
26.5,90.5,556,6.93226618705036,89.59,335.53661870503595,47.878219317886604,5.755395683453238,3.4806560661074246,19.85210333224841,Very Low
26.0,78.5,757,6.735693527080581,117.7,338.127001321004,47.57374381350557,2.509907529722589,4.738950795041943,19.824501050301095,Very Low
28.0,94.5,84,13.778809523809525,83.95,337.3233333333333,48.01599456754669,2.380952380952381,0.5258545135845749,19.813569828064292,Very Low
16.5,76.5,998,5.693507014028056,55.9,339.4083967935872,46.728030120343526,1.8036072144288577,6.247652435207212,19.790332816804955,Very Low
